date,value
2015-4-30 15:40,8219
2015-4-30 15:45,8486
2015-4-30 15:50,10504
2015-4-30 15:55,8999
2015-4-30 16:00,10503
2015-4-30 16:05,11371
2015-4-30 16:10,10039
2015-4-30 16:15,9418
2015-4-30 16:20,8992
2015-4-30 16:25,9260
2015-4-30 16:30,8384
2015-4-30 16:35,9723
2015-4-30 16:40,10366
2015-4-30 16:45,8705
2015-4-30 16:50,9915
2015-4-30 16:55,9401
2015-4-30 17:00,9648
2015-4-30 17:05,9801
2015-4-30 17:10,10319
2015-4-30 17:15,10910
2015-4-30 17:20,11395
2015-4-30 17:25,11195
2015-4-30 17:30,9505
2015-4-30 17:35,9395
2015-4-30 17:40,9368
2015-4-30 17:45,10420
2015-4-30 17:50,10981
2015-4-30 17:55,9745
2015-4-30 18:00,9602
2015-4-30 18:05,9818
2015-4-30 18:10,12870
2015-4-30 18:15,12540
2015-4-30 18:20,10325
2015-4-30 18:25,9787
2015-4-30 18:30,9114
2015-4-30 18:35,8890
2015-4-30 18:40,9021
2015-4-30 18:45,8602
2015-4-30 18:50,11985
2015-4-30 18:55,9529
2015-4-30 19:00,9097
2015-4-30 19:05,9319
2015-4-30 19:10,9175
2015-4-30 19:15,8782
2015-4-30 19:20,7232
2015-4-30 19:25,6001
2015-4-30 19:30,6732
2015-4-30 19:35,6543
2015-4-30 19:40,6102
2015-4-30 19:45,5897
2015-4-30 19:50,6812
2015-4-30 19:55,5093
2015-4-30 20:00,5059
2015-4-30 20:05,5028
2015-4-30 20:10,4941
2015-4-30 20:15,4592
2015-4-30 20:20,4545
2015-4-30 20:25,3821
2015-4-30 20:30,3944
2015-4-30 20:35,4794
2015-4-30 20:40,4869
2015-4-30 20:45,4434
2015-4-30 20:50,4353
2015-4-30 20:55,2946
2015-4-30 21:00,3277
2015-4-30 21:05,3108
2015-4-30 21:10,2994
2015-4-30 21:15,3710
2015-4-30 21:20,2781
2015-4-30 21:25,3995
2015-4-30 21:30,3852
2015-4-30 21:35,3266
2015-4-30 21:40,3256
2015-4-30 21:45,4343
2015-4-30 21:50,5439
2015-4-30 21:55,3689
2015-4-30 22:00,3992
2015-4-30 22:05,3298
2015-4-30 22:10,3204
2015-4-30 22:15,3184
2015-4-30 22:20,2779
2015-4-30 22:25,2471
2015-4-30 22:30,2374
2015-4-30 22:35,1983
2015-4-30 22:40,2155
2015-4-30 22:45,2139
2015-4-30 22:50,4426
2015-4-30 22:55,2742
2015-4-30 23:00,2443
2015-4-30 23:05,2186
2015-4-30 23:10,2169
2015-4-30 23:15,2362
2015-4-30 23:20,2226
2015-4-30 23:25,3428
2015-4-30 23:30,3045
2015-4-30 23:35,3465
2015-4-30 23:40,3128
2015-4-30 23:45,2714
2015-4-30 23:50,11816
2015-4-30 23:55,5412
2015-5-1 0:00,5853
